City,State,Region,Country,Post Code,Title,Creator,Owner,Value,Currency,Weighted value,Currency of Weighted value,Probability,Organization,Pipeline,Contact person,Stage,Deal created,Update time,Last stage change,Next activity date,Last activity date,Won time,Last email received,Last email sent,Lost time,Deal closed on,Expected close date,Status,Lost reason,Visible to,ID,Total activities,Done activities,Activities to do,Email messages count,Label,Product quantity,Product amount
Clark Fork,Idaho,Bonner County,United States,83811,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-05-01 00:47:33,2021-05-23 08:29:31,2021-05-03 03:31:31,2021-05-27,2021-05-03,,,2021-05-03 03:29:39,,,,Open,,entire company,12263,2,0,2,0,,,
Aiea,Hawaii,Honolulu County,United States,96701,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2021-05-01 00:34:51,2021-05-14 05:44:28,2021-05-03 01:51:54,2021-07-22,2021-06-10,,,2021-05-03 01:55:16,,,,Open,,entire company,12262,2,1,1,1,,,
Atlanta,Georgia,Fulton County,United States,30305,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,Discussion,2021-04-30 23:15:12,2021-05-04 05:59:36,2021-05-04 03:50:37,2021-06-08,2021-05-04,,,2021-05-04 05:59:21,,,,Open,,entire company,12261,4,3,1,3,,,
Pikesville,Maryland,Baltimore County,United States,21208,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-04-30 23:05:23,2021-05-03 01:48:31,2021-05-03 01:43:56,2021-06-16,2021-05-03,,,2021-05-03 01:48:25,,,,Open,,entire company,12260,2,0,2,0,,,
Carbondale,Pennsylvania,Lackawanna County,United States,18407,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-30 22:15:40,2021-05-06 02:40:41,2021-05-04 06:27:03,2021-05-13,2021-05-04,,,2021-05-04 06:33:24,,,,Open,,entire company,12259,2,1,1,1,,,
Northport,New York,Suffolk County,United States,11768,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Discussion,2021-04-30 22:09:12,2021-05-25 06:54:57,2021-05-03 03:23:02,2021-08-31,2021-05-25,,,2021-05-03 03:26:02,,,,Open,,entire company,12258,5,4,1,1,,,
Covina,California,Los Angeles County,United States,91722,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-30 21:38:31,2021-05-03 03:38:21,2021-05-03 03:38:15,,2021-05-03,,,,2021-05-03 03:38:21,2021-05-03 03:38:21,,Lost,Unresponsive,entire company,12257,2,1,1,1,,,
Norwood,New Jersey,Bergen County,United States,07648,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-30 21:15:25,2021-05-03 00:52:42,2021-05-03 00:49:20,2021-06-18,2021-05-03,,,2021-05-03 00:52:02,,,,Open,,entire company,12256,3,2,1,1,,,
Carteret,New Jersey,Middlesex County,United States,07008,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-30 21:14:25,2021-05-10 06:45:42,2021-05-03 03:36:11,,2021-05-07,,,2021-05-03 03:35:43,2021-05-10 06:45:42,2021-05-10 06:45:42,,Lost,Unresponsive,entire company,12255,3,2,1,1,,,
Westlake Village,California,Ventura County,United States,91361,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-30 20:42:13,2021-05-04 06:00:17,2021-05-01 03:09:37,2021-06-01,,,,2021-05-01 03:03:57,,,,Open,,entire company,12254,1,0,1,0,,,
Miami,Florida,Miami-Dade County,United States,33176,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Discussion,2021-04-30 16:37:55,2021-05-17 07:53:16,2021-05-03 03:33:02,2021-06-17,2021-05-17,,,2021-05-17 07:21:42,,,,Open,,entire company,12253,3,3,0,1,,,
Sicklerville,New Jersey,Camden County,United States,08081,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-04-30 13:02:04,2021-05-23 08:29:59,2021-05-03 03:25:24,2021-05-28,2021-05-03,,,2021-05-03 03:24:43,,,,Open,,entire company,12252,2,0,2,0,,,
Scotch Plains,New Jersey,Union County,United States,07076,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-30 12:38:14,2021-05-23 08:30:37,2021-05-03 03:23:20,2021-05-28,2021-05-03,,,2021-05-03 03:22:19,,,,Open,,entire company,12251,3,2,1,1,,,
New Milford,New Jersey,Bergen County,United States,07646,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-30 12:26:07,2021-05-11 01:56:11,2021-05-02 23:13:59,2021-06-07,2021-05-10,,,2021-05-02 23:13:47,,,,Open,,entire company,12250,2,1,1,1,,,
Oakland,California,Alameda County,United States,94618,,Salesperson 3,Salesperson 3,5000,USD,1500,USD,30,,Sales,,Discussion,2021-04-30 12:18:36,2021-05-20 01:40:29,2021-05-01 03:06:12,2021-06-10,2021-05-01,,,2021-05-01 03:08:18,,,,Open,,entire company,12249,3,2,1,2,,,
Allenhurst,New Jersey,Monmouth County,United States,07711,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Discussion,2021-04-30 12:10:29,2021-05-11 02:01:38,2021-05-11 02:01:38,2021-08-10,2021-05-11,,,2021-05-03 03:29:49,,,,Open,,entire company,12248,2,1,1,2,,,
Sunnyvale,California,Santa Clara County,United States,94086,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-30 12:00:28,2021-05-17 06:24:33,2021-05-17 06:24:26,2021-05-26,2021-05-17,,,2021-05-03 00:09:38,,,,Open,,entire company,12246,3,2,1,1,,,
Santa Barbara,California,Santa Barbara County,United States,93108,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-04-30 11:36:53,2021-05-21 06:10:42,2021-05-03 01:34:51,2021-06-10,2021-05-13,,,2021-05-03 00:25:21,,,,Open,,entire company,12245,2,0,2,0,,,
Bay Point,California,Contra Costa County,United States,94565,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-30 11:27:39,2021-05-19 03:32:16,2021-05-03 00:00:06,2021-05-26,2021-05-18,,,2021-05-19 03:32:09,,,,Open,,entire company,12244,1,0,1,0,,,
Pine Bush,New York,Orange County,United States,12566,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-30 11:18:37,2021-05-11 04:21:10,2021-05-03 00:41:22,2021-06-01,2021-05-11,,,2021-05-11 04:20:50,,,,Open,,entire company,12243,5,4,1,1,,,
Jersey City,New Jersey,Hudson County,United States,07310,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-30 11:03:42,2021-05-03 03:20:41,,,,,,2021-05-03 03:16:43,2021-05-03 03:20:41,2021-05-03 03:20:41,,Lost,Unresponsive,entire company,12242,3,2,1,1,,,
Greenfield Center,New York,Saratoga County,United States,12833,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Discussion,2021-04-30 10:42:06,2021-05-25 05:46:56,2021-05-03 03:17:01,,2021-05-20,,,,,,,Open,,entire company,12241,6,5,1,2,,,
Burbank,California,Los Angeles County,United States,91505,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-04-30 10:31:59,2021-05-02 23:57:05,2021-05-02 23:56:53,2022-01-10,2021-05-03,,,2021-05-02 23:56:44,,,,Open,,entire company,12240,2,0,2,0,,,
Samson,Alabama,Geneva County,United States,36477,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-30 10:02:26,2021-05-25 06:05:23,2021-05-03 00:32:28,2021-06-03,2021-05-03,,,2021-05-03 00:36:14,,,,Open,,entire company,12239,3,2,1,1,,,
Los Angeles,California,Los Angeles County,United States,91436,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Discussion,2021-04-30 09:46:40,2021-05-23 08:35:55,2021-05-03 03:13:51,2021-05-27,2021-05-03,,,2021-05-03 03:12:48,,,,Open,,entire company,12238,4,4,0,1,,,
Beverly,New Jersey,Burlington County,United States,08010,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-30 09:30:07,2021-05-03 00:29:40,2021-05-03 00:27:06,2021-05-20,2021-05-03,,,2021-05-03 00:29:21,,,,Open,,entire company,12236,1,0,1,0,,,
New Orleans,Louisiana,Orleans Parish,United States,70122,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-30 09:21:06,2021-05-17 07:14:30,2021-05-02 23:39:45,2021-06-17,2021-05-17,,,2021-05-17 07:14:19,,,,Open,,entire company,12235,3,3,0,2,,,
Acra,New York,Greene County,United States,12405,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-30 09:17:06,2021-05-02 23:24:22,2021-05-02 23:24:16,,2021-05-03,,,,2021-05-02 23:24:22,2021-05-02 23:24:22,,Lost,Unresponsive,entire company,12233,2,1,1,1,,,
Livermore,California,Alameda County,United States,94551,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-04-30 09:07:47,2021-05-22 09:53:55,2021-05-02 22:45:19,2021-07-02,2021-05-18,,,2021-05-02 22:46:57,,,,Open,,entire company,12232,0,0,0,0,,,
Sacramento,California,Sacramento County,United States,95812,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Discussion,2021-04-30 08:44:12,2021-05-04 06:02:15,2021-05-04 03:48:50,2021-06-29,2021-05-04,,,2021-05-04 06:01:52,,,,Open,,entire company,12231,2,1,1,1,,,
Westlake Village,California,Ventura County,United States,91362,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-30 07:43:07,2021-05-24 07:28:53,2021-05-03 03:09:50,,2021-05-07,,,2021-05-03 03:09:03,2021-05-10 07:20:59,2021-05-10 07:20:59,,Lost,Unresponsive,entire company,12230,3,2,1,1,,,
Montgomery,New Jersey,Somerset County,United States,08558,,Salesperson 2,Salesperson 2,7500,USD,0,USD,,,Sales,,Enquiry,2021-04-30 07:15:38,2021-05-25 06:43:37,2021-05-03 03:06:40,2021-07-28,2021-05-25,,,,,,,Open,,entire company,12228,1,1,0,2,,,
Elizabeth,New Jersey,Union County,United States,07208,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-30 07:08:21,2021-05-03 01:46:34,,,2021-04-30,2021-04-30 08:55:33,2021-05-01 11:35:39,2021-05-03 01:45:57,,2021-04-30 08:55:33,,Won,,entire company,12227,3,2,1,1,,,
Ronkonkoma,New York,Suffolk County,United States,11779,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Discussion,2021-04-30 06:53:08,2021-05-16 21:49:43,2021-05-03 02:56:47,2021-06-15,2021-05-03,,,2021-04-30 07:00:30,,,,Open,,entire company,12226,3,3,0,1,,,
Atlanta,Georgia,Fulton County,United States,30308,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Discussion,2021-04-30 06:48:07,2021-05-17 21:02:51,2021-05-02 22:48:45,2021-06-02,2021-05-17,,,,,,,Open,,entire company,12225,2,1,1,1,,,
Modesto,California,Stanislaus County,United States,95351,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-30 06:46:28,2021-05-24 06:53:05,2021-05-03 02:57:08,2021-05-26,2021-05-03,,,,,,,Open,,entire company,12224,3,2,1,1,,,
San Fernando,California,Los Angeles County,United States,91340,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Discussion,2021-04-30 06:17:38,2021-05-04 07:22:43,2021-05-04 07:21:16,2021-06-17,2021-05-04,,,2021-05-04 07:21:05,,,,Open,,entire company,12223,5,4,1,1,,,
Los Angeles,California,Los Angeles County,United States,90005,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-30 06:16:44,2021-05-04 06:04:36,2021-05-04 03:47:07,2021-06-01,2021-05-04,,,2021-05-04 06:04:14,,,,Open,,entire company,12222,2,1,1,1,,,
Las Vegas,Nevada,Clark County,United States,89169,,Salesperson 3,Salesperson 3,7500,USD,0,USD,,,Sales,,Enquiry,2021-04-30 05:38:17,2021-05-03 02:28:21,2021-05-02 22:54:08,2021-06-09,2021-05-03,,,2021-05-02 23:00:03,,,,Open,,entire company,12221,3,3,0,0,,,
New York,New York,New York County,United States,10028,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-30 05:24:12,2021-05-07 02:12:00,2021-05-02 23:41:37,2021-06-25,2021-05-07,,,2021-05-02 23:43:48,,,,Open,,entire company,12220,2,1,1,1,,,
Granville,Ohio,Licking County,United States,43023,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-04-30 04:35:06,2021-05-19 05:58:39,,2021-06-01,2021-05-18,,2021-04-30 05:02:00,2021-04-30 05:01:49,,,,Open,,entire company,12219,2,0,2,0,,,
Corona,California,Riverside County,United States,92881,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Discussion,2021-04-30 04:02:33,2021-05-21 02:46:24,2021-05-11 08:41:25,2021-05-27,2021-05-14,,2021-05-21 02:37:33,2021-05-21 02:45:56,,,,Open,,entire company,12218,4,3,1,1,,,
Houston,Texas,Harris County,United States,77016,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-30 03:26:49,2021-05-07 03:34:38,2021-05-02 23:28:38,2021-06-11,2021-05-07,,,2021-05-02 23:38:40,,,,Open,,entire company,12217,2,2,0,2,,,
Buellton,California,Santa Barbara County,United States,93427,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-30 03:22:31,2021-05-17 06:20:13,2021-05-02 23:20:59,2021-06-21,2021-05-17,,,2021-05-02 23:21:06,,,,Open,,entire company,12216,2,1,1,1,,,
Cold Spring,New York,Putnam County,United States,10516,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-04-30 02:50:22,2021-05-04 04:09:43,2021-04-30 03:41:47,2021-06-22,2021-05-04,,,2021-04-30 03:37:41,,,,Open,,entire company,12215,2,0,2,0,,,
Agoura Hills,California,Los Angeles County,United States,91301,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-29 22:21:11,2021-04-30 00:40:52,2021-04-30 00:38:09,2021-06-09,2021-04-30,,,2021-04-30 00:40:05,,,,Open,,entire company,12214,3,1,2,1,,,
Menlo Park,California,San Mateo County,United States,94025,,Salesperson 1,Salesperson 1,7500,USD,300,USD,,,Sales,,Discussion,2021-04-29 21:33:42,2021-05-11 04:19:53,2021-04-29 21:58:34,2021-05-24,2021-05-05,,2021-04-29 22:00:28,2021-04-29 22:00:14,,,,Open,,entire company,12213,7,5,2,1,,,
Escondido,California,San Diego County,United States,92027,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-29 21:00:13,2021-05-14 05:44:28,2021-04-30 00:10:30,2021-06-10,2021-05-07,,,2021-04-30 00:18:32,,,,Open,,entire company,12212,1,0,1,1,,,
San Francisco,California,San Francisco County,United States,94121,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-04-29 20:48:57,2021-04-30 00:26:52,2021-04-30 00:19:39,2021-06-30,2021-04-30,,,2021-04-30 00:21:35,,,,Open,,entire company,12211,2,0,2,0,,,
Simi Valley,California,Ventura County,United States,93063,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Discussion,2021-04-29 20:13:05,2021-04-30 00:29:41,2021-04-30 00:27:48,2021-05-28,2021-04-30,,,2021-04-30 00:29:19,,,,Open,,entire company,12210,5,3,2,1,,,
Little River,California,Mendocino County,United States,95456,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-04-29 19:58:59,2021-05-18 05:21:34,2021-04-30 05:40:54,2021-07-22,2021-05-06,,,2021-04-30 05:44:47,,,,Open,,entire company,12209,2,0,2,0,,,
Woodbridge Township,New Jersey,Middlesex County,United States,07067,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-29 19:50:27,2021-04-30 02:17:39,2021-04-30 02:02:48,2021-06-24,2021-04-30,,,2021-04-30 02:16:16,,,,Open,,entire company,12207,2,1,1,1,,,
Auburn,California,Placer County,United States,95602,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-04-29 17:47:45,2021-05-19 02:17:41,2021-04-30 01:46:36,2021-05-28,2021-04-30,,,,,,,Open,,entire company,12206,2,0,2,0,,,
Point Reyes Station,California,Marin County,United States,94956,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-04-29 15:54:49,2021-05-24 06:51:56,2021-04-30 01:41:55,2021-05-27,2021-05-24,,2021-05-01 02:21:29,2021-04-30 01:41:44,,,,Open,,entire company,12205,2,0,2,0,,,
Butler,New Jersey,Morris County,United States,07405,,Salesperson 3,Salesperson 3,7699.8,USD,7699.8,USD,0,,Sales,,Hot Pipeline,2021-04-29 14:35:03,2021-05-06 21:25:30,2021-04-30 00:39:32,,2021-04-30,,2021-04-30 06:29:37,2021-04-30 00:39:29,2021-05-06 21:25:30,2021-05-06 21:25:30,,Lost,Unresponsive,entire company,12204,11,4,7,7,,,
Medford,Oregon,Jackson County,United States,97504,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Discussion,2021-04-29 12:58:40,2021-05-16 21:33:17,2021-04-30 03:17:06,2021-06-02,2021-04-30,,,2021-04-30 03:20:38,,,,Open,,entire company,12203,3,2,1,0,,,
Maplewood,New Jersey,Essex County,United States,07040,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-29 12:08:42,2021-04-30 05:16:31,2021-04-30 01:59:57,2021-05-28,2021-05-26,,,2021-04-30 05:16:21,,,,Open,,entire company,12202,1,0,1,0,,,
Jurupa Valley,California,Riverside County,United States,91752,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-04-29 11:27:23,2021-05-12 06:09:20,2021-05-12 05:57:27,,2021-05-10,2021-05-12 05:57:30,2021-05-12 05:05:56,2021-05-12 05:02:04,,2021-05-12 05:57:30,,Won,,entire company,12201,2,0,2,0,,,
Los Gatos,California,Santa Clara County,United States,95032,,Salesperson 2,Salesperson 2,7500,USD,300,USD,,,Sales,,Discussion,2021-04-29 10:57:03,2021-05-14 04:03:35,2021-04-30 01:42:58,2021-11-12,2021-05-14,,,2021-04-30 01:42:45,,,,Open,,entire company,12200,4,3,1,1,,,
Fremont,California,Alameda County,United States,94536,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Discussion,2021-04-29 10:12:03,2021-05-21 03:32:50,2021-05-21 03:32:40,,2021-05-21,,,2021-04-30 00:50:14,2021-05-21 03:32:49,2021-05-21 03:32:49,,Lost,Unresponsive,entire company,12199,4,3,1,1,,,
Oakland,California,Alameda County,United States,94601,,Salesperson 6,Salesperson 6,7500,USD,75,USD,,,Sales,,Enquiry,2021-04-29 09:56:26,2021-04-30 00:53:27,2021-04-30 00:40:56,2021-06-09,2021-04-30,,,2021-04-30 00:52:37,,,,Open,,entire company,12197,3,2,1,1,,,
Pittsburgh,Pennsylvania,Allegheny County,United States,15232,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Discussion,2021-04-29 09:53:45,2021-05-05 02:06:01,2021-04-30 05:38:14,2021-05-26,2021-04-30,,,2021-04-30 05:39:12,,,,Open,,entire company,12196,3,2,1,1,,,
Columbia,New Jersey,Warren County,United States,07832,,Salesperson 3,Salesperson 3,7500,USD,0,USD,,,Sales,,Discussion,2021-04-29 09:22:29,2021-05-14 04:05:51,2021-04-30 01:19:41,2021-08-13,2021-05-14,,,2021-04-30 01:38:53,,,,Open,,entire company,12195,1,1,0,5,,,
Kensington,California,Contra Costa County,United States,94707,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-29 09:16:57,2021-05-21 05:29:43,2021-04-30 01:57:13,2021-06-18,2021-05-21,,,,,,,Open,,entire company,12193,3,2,1,1,,,
Ridgewood,New Jersey,Bergen County,United States,07451,,Salesperson 6,Salesperson 6,7500,USD,75,USD,,,Sales,,Enquiry,2021-04-29 07:57:37,2021-05-07 00:01:21,2021-04-30 00:17:35,2021-06-04,2021-05-07,,,2021-04-30 00:24:45,,,,Open,,entire company,12191,4,3,1,1,,,
Highland,California,San Bernardino County,United States,92346,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Discussion,2021-04-29 07:55:58,2021-05-24 06:16:48,2021-04-30 01:28:36,2021-06-30,2021-05-24,,,,,,,Open,,entire company,12189,2,1,1,0,,,
Farmingdale,New York,Suffolk County,United States,11735,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-29 07:42:25,2021-05-14 05:44:05,2021-04-30 05:35:47,2021-05-26,2021-04-30,,,2021-04-30 05:37:39,,,,Open,,entire company,12188,2,1,1,1,,,
Floral Park,New York,Nassau County,United States,11001,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-29 07:37:35,2021-05-07 06:58:19,2021-04-30 01:00:33,2021-05-28,2021-04-30,,,2021-04-30 01:12:30,,,,Open,,entire company,12187,5,4,1,1,,,
Hopkins,South Carolina,Richland County,United States,29061,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-04-29 07:10:52,2021-05-12 22:58:58,2021-05-12 01:49:32,,2021-04-29,2021-05-12 08:41:49,2021-05-12 22:48:03,2021-05-12 08:38:57,,2021-05-12 08:41:49,,Won,,entire company,12186,2,0,2,0,,,
San Francisco,California,San Francisco County,United States,94132,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-29 05:47:28,2021-05-06 04:27:37,2021-04-30 01:11:52,2021-06-02,2021-05-06,,2021-05-06 04:27:18,2021-05-06 02:46:43,,,,Open,,entire company,12185,2,1,1,1,,,
Stroudsburg,Pennsylvania,Monroe County,United States,18360,,Salesperson 6,Salesperson 6,10000,USD,10000,USD,0,,Sales,,Quote,2021-04-29 05:17:32,2021-05-22 18:39:44,2021-04-29 22:02:31,2021-06-03,2021-05-18,,,2021-05-07 05:45:57,,,,Open,,entire company,12184,16,4,12,17,,,
Paramus,New Jersey,Bergen County,United States,07652,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-04-29 05:06:24,2021-05-14 05:33:17,2021-04-29 07:15:05,2021-05-26,2021-04-28,,,2021-04-29 07:17:59,,,,Open,,entire company,12183,2,0,2,0,,,
Covington,Georgia,Newton County,United States,30016,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-04-29 05:05:12,2021-05-18 02:28:50,2021-04-29 06:31:26,,2021-05-07,,,2021-04-29 06:32:11,2021-05-18 02:28:50,2021-05-18 02:28:50,,Lost,Unresponsive,entire company,12182,2,0,2,0,,,
Bristol,Pennsylvania,Bucks County,United States,19007,,Salesperson 1,Salesperson 1,7500,USD,75,USD,,,Sales,,Enquiry,2021-04-29 04:02:30,2021-05-14 05:18:34,2021-04-30 00:58:50,2021-05-28,2021-05-14,,,2021-04-30 00:58:30,,,,Open,,entire company,12181,4,3,1,6,,,
Perth Amboy,New Jersey,Middlesex County,United States,08861,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-04-29 03:32:11,2021-05-22 19:46:41,2021-04-29 03:53:22,2021-06-02,2021-05-20,,,2021-04-29 03:56:59,,,,Open,,entire company,12180,2,0,2,0,,,
San Jose,California,Santa Clara County,United States,95133,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,Enquiry,2021-04-29 03:27:48,2021-05-13 03:05:54,2021-04-29 04:38:13,2021-07-29,2021-05-13,,,2021-04-29 04:38:02,,,,Open,,entire company,12179,1,0,1,0,,,
Fayetteville,North Carolina,Cumberland County,United States,28307,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Discussion,2021-04-29 03:01:59,2021-05-06 21:23:52,2021-04-29 04:58:54,,2021-04-30,2021-04-30 05:37:15,,,,2021-04-30 05:37:15,,Won,,entire company,12178,5,4,1,2,,,
Las Vegas,Nevada,Clark County,United States,89104,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-04-29 01:59:05,2021-05-20 05:30:45,2021-04-29 05:48:50,2021-06-17,2021-04-29,,,2021-04-29 05:50:55,,,,Open,,entire company,12177,2,0,2,0,,,
Chicago,Illinois,Cook County,United States,60610,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-04-29 00:18:07,2021-05-14 02:51:30,2021-04-29 02:03:56,2021-09-09,2021-05-14,,,,,,,Open,,entire company,12176,2,0,2,0,,,
Chocowinity,North Carolina,Beaufort County,United States,27817,,Salesperson 2,Salesperson 2,7500,USD,75,USD,,,Sales,,Enquiry,2021-04-28 23:45:58,2021-05-20 06:35:31,2021-04-29 04:47:20,2021-05-31,2021-05-10,,,,,,,Open,,entire company,12174,3,3,0,3,,,
Downey,California,Los Angeles County,United States,90240,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,New Lead,2021-04-28 22:29:11,2021-05-14 05:44:05,2021-04-29 07:12:42,2021-05-26,2021-04-29,,,2021-04-29 07:14:40,,,,Open,,entire company,12173,1,1,0,5,,,
